"ZZ Top","Beer Drinkers And Hell Raisers","Em7,E,D,A5,A6,B5,B6,Em7,Em7,E,D,A5,A6,A5,A6,Em7,B5,B6,B5,B6,A5,A6,A5,A6,Em7"
"Randy Newman","Youve Got A Friend In Me","C,E7,Am,A,C,G,C,B,A,C,C,F,C,F,C,E7,Am,F,C,E7,Am,F,C,E7,Am,D7,G,C,A,D7,G,C,Am,A,C,G,C,C,F,C,F,C,E7,Am,F,C,E7,Am,F,C,E7,Am,D7,G,C,A,D7,G,C,F,B,C,B7,C,B,B7,Em,A7,Dm,G,C,C,F,C,F,C,E7,Am,D7,G,C,A7,D7,G,C,A7,D,G,C,E7,Am,A,C,G,C"
"Evanescence","My Immortal","G,Bm,G,Bm,G,Bm,G,Bm,Em,Em,Bm,Em,Bm,Em,Bm,D,Em,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,D,G,Bm,G,Bm,G,Bm,G,Bm,G,Bm,G,Bm,G,Bm,Em,Bm,Em,Bm,Em,Bm,D,Em,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,D,C,C,Em,D,C,Am,Bm,C,D,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,Bm,Em,C,D,D,G,G,Bm,G,Bm,G,Bm,G,Bm,G"
"3 Doors Down","Here Without You","Am,G,F,C,Am,G,Am,G,Am,F,G,Am,G,Am,F,G,Am,G,F,G,C,G,Am,F,G,C,G,Am,F,G,Am,G,Am,F,G,Am,G,Am,F,G,C,G,Am,F,G,C,G,Am,F,G,Am,C,G,F,Am,C,G,F,C,G,Am,F,G,C,G,Am,F,G,C,G,Am,F,G,F,G,C,G,Am,F,G,Am"
"Evanescence","Bring Me To Life","Em,C,Am,D,Em,C,Am,D,Em,C,Am,D,Em,C,Am,D,Em,Gm,D,Em,C,Am,Em,Gm,D,Em,C,Am,Em,C,Am,D,Em,C,Am,D,Em,Gm,D,Em,C,Am,Em,Gm,D,Em,C,Am,Am,Gm,C,Gm,Am,Gm,C,Am,Em,Gm,D,Em,C,Am,Em,Gm,D,Em,C,Am,C,D,Em,C,D,Em"
"Incubus","Drive","Em7,D,Cmaj7,Asus2,A7,C,A,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,C,A,C,A7,C,A,C,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,C,A,C,A7,C,A,C,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,C,A,C,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,D,Cmaj7,Asus2,A7,Em7,Em7,D,Cmaj7,Asus2,A7,Em7,C,A7"
"Alicia Keys","If I Aint Got You","Cmaj7,Bm7,Am7,Gmaj7,Cmaj7,Bm7,Am7,Gmaj7,G,Em,Am7,D7,G,E,Am7,D7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Cmaj7,Bm7,Am7,Gmaj7,Cmaj7,Bm7,Am7,Gmaj7,G,Em,Am7,D7,G,E,Am7,D7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Gmaj7,Am7,Bm7,Am7,Gmaj7,Am7,Bm7,Cmaj7,Bm7,Am7,Gmaj7,Cmaj7,Bm7,Am7,Gmaj7"
"Keane","Everybodys Changing","C,Cmaj7,C,Cmaj7,C,Cmaj7,C,Cmaj7,C,Cmaj7,Dm,Cmaj7,C,Cmaj7,C,Cmaj7,C,F,Dm,G,C,Cmaj7,C,Cmaj7,C,F,Dm,G,C,Cmaj7,C,Cmaj7,F,G,C,F,Dm,G,Em7,A,Dm,G,C,Cmaj7,C,Cmaj7,C,F,Dm,G,C,Cmaj7,C,Cmaj7,F,G,C,F,Dm,G,Em7,A,Dm,G,C,Cmaj7,C,Cmaj7,F,G,C,F,Dm,G,Em7,A,Dm,G,C,Cmaj7,C,Cmaj7,Dm,G,C"
"Coldplay","Yellow","G,D,C,G,G,D,C,G,D,C,G,D,C,G,C,Em,D,C,Em,D,C,Em,D,C,G,D,C,G,D,D,C,G,C,Em,D,C,Em,D,C,Em,D,C,G,D,C,G,D,C,G,D,C,G,Dm,C"
"R.E.M.","Losing My Religion","F,Dm,G,Am,Am,F,Dm,G,Am,G,Am,Em,Am,Em,Am,Em,Dm,G,Am,Em,Am,Em,Am,Em,Dm,G,G,F,Dm,G,Am,Am,F,Dm,G,Am,G,Am,Em,Am,Em,Am,Em,Dm,G,Am,Em,Am,Em,Am,Em,Dm,G,G,F,Dm,G,Am,Am,F,Dm,G,Am,G,Am,G,F,G,C,Dm,C,Dm,Am,Em,Am,Em,Am,Em,Dm,G,G,F,Dm,G,Am,Am,F,Dm,G,Am,Am,F,Dm,G,Am,Am,F,Dm,G,Am,G,Am"
"Avril Lavigne","My Happy Ending","Bm,E,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G,A,G,A,G,D,A,G,D,A,G,D,A,Bm,Em,G,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G,A,G,A,G,D,A,G,D,A,G,D,A,Bm,Em,G,A,G,G,A,G,A,Bm,G,A,G,D,A,G,D,A,G,D,A,Bm,Em,G,G,D,A,G,D,A,G,D,A,Bm,Em,G,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G"
"Keane","Somewhere Only We Know","G,Am,D,G,Am,D,G,Am,D,G,Am,D,Em,Bm,C,D,Em,Bm,C,D,G,Am,D,G,Am,D,Em,Bm,C,D,Em,Bm,C,D,C,G,D,C,G,D,C,G,D,C,Bm,C,Bm,C,Bm,Em,Bm,C,D,Em,Bm,C,D,C,G,D,C,G,D,C,G,D,C,Bm,C,G,D,C,Bm,C,Bm,C,Bm,C,G"
"Radiohead","Exit Music For A Film","Am,Asus2,Asus4,Am,Asus2,Asus4,Am,Am,E,Dadd9/F#,Am,E,Asus4,A,Am,E,Dadd9/F#,Am,E,Asus4,A,Gmadd11,D7/F#,Asus2,Am,Asus2,Asus4,Am,Esus4,Gmadd11,D7/F#,Asus2,Am,Asus2,Asus4,Am,Esus4,E,Am,E,Dadd9/F#,Am,E,Asus4,A,Am,B,E,F,Bb,Esus4,E,Am,E,Dadd9/F#,Am,E,Asus4,A,Am,E,Asus4,A,Am,E,Asus4,A,Am,Asus2,Asus4,E,Dadd9/F#,Gmadd11,D7/F#,Esus4,B,F,Bb,A"
"Jason Mraz","You And I Both","G,Gmaj7,Em,Am,C,D,G,Gmaj7,Em,Am,C,D,G,Gmaj7,Em,Am,C,D,G,Gmaj7,Em,G,Gmaj7,Em,Am,C,D,G,Gmaj7,Em,Am,C,D,G,Gmaj7,Em,Am,C,D,G,Gmaj7,Em,Am,C,D,G,Gmaj7,Am,C,D,G,G,D,Em,C,D,G,D,Em,C,D,G,Gmaj7,Em,Am,C,D,G,Gmaj7,Am,C,D,G"
"Tamia","Officially Missing You","B7,Em7,G,F#m,B7,Em7,Dm7,G7,Bm,Em7,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,B7,Bm7,Em7,Bm7,Em,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,B7,Bm7,Em7,Bm7,Em,Am7,D7sus,G,G,Am7,B7,Em,Dm,C#dim,Am7,D7sus,G,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,D7sus"
"Blink-182","All The Small Things","C,G,F,C,G,F,C,G,F,G,C,G,F,G,C,G,F,G,C,G,F,G,C,G,F,C,C,G,F,C,G,F,C,G,F,C,G,F,C,G,F,G,C,G,F,G,C,C,G,F,C,C,G,F,C,G,F,C,F,G,C,F,G,C,F,G,C,F,G,C,G,F,C,G,F,C,G,F,C,G,F,C"
"Eraserheads","With A Smile","G,Am,Bm,Am,D,G,Am,Bm,Am,D,Bb,Eb,Bb,Eb,Bb,Eb,Bb,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,Bb,Eb,Bb,D,E,Bb,Eb,Bb,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,Bb,Eb,D,E,Bb,Eb,Bb,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D"
"Michael Jackson","Billie Jean","F#m,F#m,Bm,F#m,Bm,F#m,F#m,F#m,Bm,F#m,D,F#m,D,F#m,D,F#m,D,C#(7),F#m,Bm,F#m,Bm,F#m,F#m,Bm,F#m,Bm,F#m,F#m,F#m,Bm,F#m,D,F#m,D,F#m,D,F#m,D,C#(7)"
"Lynyrd Skynyrd","Free Bird","G,D,Em,F,C,D,G,D,Em,F,C,D,G,D,Em,F,C,D,G,D,Em,F,C,D,G,D,Em,F,C,D,F,C,D,F,C,D,F,C,D"
"Kelly Clarkson","Breakaway","Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,D,F,G,C,G,Am,F,C,G,Am,G,F,C,G,Am,F,C,G,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,D,F,G,C,G,Am,F,C,G,Am,G,F,C,G,Am,F,C,G,Am,G,F,G,C,F,G,C,F,G,C,F,D,F,G,C,G,Am,F,C,G,Am,G,F,C,G,Am,F,C,G,Am,G,F,Am,G,F,Am,G,F"
"Counting Crows","Accidentally In Love","G,C,G,D,G,C,Em,A,C,G,C,G,C,Em,A,C,G,C,G,C,Em,A,D,C,G,Am,C,D,G,Am,C,D,G,Am,C,D,Em,A,C,G,C,G,C,Em,A,C,G,C,G,C,Em,A,D,C,Em,C,G,Am,G,Am,C,D,G,Am,C,D,G,Am,C,D,Em,D,G,Am,C,D,G,Am,C,D,G,Am,C,D,Em,A,C,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,Am,C,D,G,Am,C,D,G,Am,C,D,Em,D,G"
"Pink Floyd","Time","F#m,Dmaj7,Amaj7,C#m7,Bm7,Bm7,F#m,A,E,F#m,A,E,F#m,Dmaj7,Amaj7,Dmaj7,Amaj7,Dmaj7,C#m7,Bm7,E,F#m,F#m,A,E,F#m,F#m,A,E,F#m,F#m,A,E,F#m,F#m,A,E,F#m,Dmaj7,Amaj7,Dmaj7,Amaj7,Dmaj7,C#7,Bm7,E,F#m,A,E,F#m,A,E,F#m,Dmaj7,Amaj7,Dmaj7,Amaj7,Dmaj7,C#m7,Bm7,Bm7"
"Moonstar88","Torete","D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G"
"Poison","Every Rose Has Its Thorn","G,Cadd9,D,Em,C,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,D,C,G,Cadd9,G,Cadd9,G,D,C,G,G,C,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,D,C,C,G,Cadd9,G,Cadd9,G,D,C,G,G,C,Em,D,C,G,Em,D,C,G,G,Cadd9,G,Cadd9,Em,D,C,G,Em,D,C,C,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,D,C,G,Cadd9,G,Cadd9,G,D,C,G,G,C,G"
"3 Doors Down","Here Without You","Bm,A,G,D,Bm,G,A,Bm,A,Bm,G,A,Bm,A,Bm,G,A,Bm,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,Bm,A,Bm,G,A,Bm,A,Bm,G,A,Bm,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,Bm,A,Bm,G,A,Bm,D,A,G,Bm,D,A,G,D,A,Bm,G,A,D,A,Bm,G,A,Bm,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,Bm"
"Sting","Fields Of Gold","Bm7,Bsus2,G,D,Dsus4,A,Bsus2,G,D,Bsus2,G,D,A,Bm7,G,D,Bsus2,G,D,Bsus2,G,D,A,D,Bsus2,G,D,Bsus2,G,D,A,Bm7,G,D,Bsus2,G,D,Bsus2,G,D,A,D,G,D,G,D,G,D,A,D,A,D,Bsus2,G,G,D,Bsus2,G,D,A,D,Bsus2,G,D,Bsus2,G,D,A,D,Bsus2,G,D,Bsus2,G,D,A,D,A,D,A,D,Dsus4,D"
"Matt Redman","The Heart Of Worship","D,A,Em,A7sus4,D,A,Em,A7sus4,Em,D/F#,A,Em,D/F#,A,A/C#,D,Em,D/F#,A,Em,D/F#,A,D,A2/C#,Em,G,A,D,D,A2/C#,Em,G,A,D,D,A,Em,A7sus4,D,A,Em,A7sus4,Em,D/F#,A,Em,D/F#,A,A/C#,D,Em,D/F#,A,Em,D/F#,A,D,A2/C#,Em,G,A,D,D,A2/C#,Em,G,A,D"
"Iaxe","Akoy Sa Iyo Ikay Akin","Bm7,C#m7,Dm,A,F#m7,Bm7,E,A,Fm7,Bm7,E,Dm,A,A7,Dm,A,F#m,Bm7,Bm7,C#m,Dm,C#m,Bm7,Bm7,C#m,Dm,D,Dm,A,F#m7,Bm7,E,A,Fm7,Bm7,E,Dm,A,A7,Dm,A,Fm,Bm7,Bm7,C#m,Dm,Bm7,Bm7,C#m,Dm,D,Dm,A,Bm7,Bm7,C#m,Dm,D,Dm,A,F#m7,Bm7,E,A,F#m7,Bm7,E,D,Dm,Bm7,C#m,Dm"
"Simple Plan","Welcome To My Life","C,Am,F,G,C,Am,F,G,F,Am,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Dm,Am,F,G,C,Am,F,G,F,Am,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Dm,F,Am,F,C,G,F,Am,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Dm,F,Am,F,C,G,Am,F,C,G,Am,F,C,G,Dm,F,C,Am,F,G,C"
"Linkin Park","In The End","Em,D,C,D,Em,D,C,D,Em,D,C,D,Em,D,C,D,Em,G,D,C,Em,G,D,C,Em,D,C,D,Em,D,C,D,Em,Em,D,C,D,Em,D,C,D,Em,G,D,C,Em,G,D,C,Em,D,C,D,Em,D,C,D,Em,D,C,D,Em,D,C,D,Em,G,D,C,Em,G,D,C"
"The Beatles","I Saw Her Standing There","E7,A7,E7,B7,E,E7,A7,E7,B7,E7,E7,A7,E7,B7,E,E7,A7,E7,B7,E7,A7,B7,A7,E7,A7,E7,B7,E,E7,A7,E7,B7,E7,E,E,B7,E,A,Am,E,B7,E,A7,B7,A7,E7,A7,E7,B7,E,E7,A7,E7,B7,E7,E7,B7,E7,E7,E7,B7,A7,E9"
"Buffalo Springfield","For What Its Worth","E,A,E,A,E,A,E,A,E,A,E,A,E,A,E,D,A,C,E,A,E,A,E,A,E,A,E,A,E,A,E,D,A,C,E,A,E,A,E,A,G,E,A,G,E,A,G,E,A,G,E,D,A,C,E,A,E,A,E,A,E,A,E,A,E,A,E,E,D,A,C,E,D,A,E,D,A,E,D,A"
"Green Day","Wake Me Up When September Ends","G,G/F#,Em,D,C,Cm,G,G,G/F#,Em,D,C,Cm,G,Em,Bm,C,G,D/F#,Em,Bm,C,D,G,G/F#,Em,D,C,Cm,G,G,G/F#,Em,D,C,Cm,G,G,G/F#,Em,D,C,Cm,G,Em,Bm,C,G,D/F#,Em,Bm,C,D,G,G/F#,Em,D,C,Cm,G,G,G/F#,Em,D,C,Cm,G,G,G/F#,Em,D,C,Cm,G"
"AC/DC","Highway To Hell","A,D/F#,G,D/F#,G,D/F#,G,D/F#,A,A,A,A,D,D/F#,G,D,D/F#,G,D,D/F#,G,D/F#,A,A,A,A,A,D,D/F#,G,D,D/F#,G,D,D/F#,G,D/F#,A,A,A,A,A,D,D/F#,G,D,D/F#,G,D,D/F#,G,D/F#,A,A,A,A,A,D,D/F#,G,D,D/F#,G,D,D/F#,G,D/F#,E,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,A,A,A,D,D/F#,G,D,D/F#,G,D,D/F#,G,D/F#,A,A,A,A,A,D,D/F#,G,D,D/F#,G,D,D/F#,G,D/F#,A,A,A,A,A,D,D/F#,G,D,D/F#,G,D,D/F#,G,D/F#,A,A,A,A,A,D,D/F#,G,D,D/F#,G,D,D/F#,G,D/F#,E,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A"
"Radiohead","Fake Plastic Trees","A,Asus4,A/F#,A/F#,E6,Dsus2,A,Dsus2,A,Asus4,A/F#,A/F#,E6,Dsus2,A,Dsus2,Bm11,A,Bm11,A,A,Asus4,A/F#,A/F#,E6,Dsus2,A,Dsus2,A,Asus4,A/F#,A/F#,E6,Dsus2,A,Dsus2,Bm11,A,Bm11,A,A,Asus4,A/F#,A/F#,E6,Dsus2,A,Dsus2,A,Asus4,A/F#,A/F#,E6,Dsus2,A,Dsus2,Bm11,A,Bm11,A,Amaj7,Bm11,A,Bm11,A,Bm11,A,Bm11,A"
"Sum 41","Pieces","Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Bb,F,C,Bb,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Bb,F,C,Bb,F,Bb,F,Bb,Dm,C,Bb,F,Dm,C,Bb,F,A,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,F,C,Bb,F,C,Bb"
"Rascal Flatts","Bless The Broken Road","C,F,G,C,C,F,G,C,C,F,G,C,Am,F,G,C,C,F,G,C,F,C,G,C,F,C,F,G,F,C,G,C,Am,C,F,G,C,C,F,G,C,C,F,G,C,C,F,G,C,Am,F,G,C,C,F,G,C,F,C,G,C,F,C,F,G,F,C,G,C,Am,C,F,G,C,C,F,G,C,F,C,G,C,Am,C,F,G,C,F,G,C,C,F,G,C,F,G,C,C,F,G,C"
"Damien Rice","Cannonball","Em7,Cadd9,G,G/F#,D,C,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,C,D,G,Cadd9,D,G,Cadd9,D,G,Cadd9,D,Em7,Cadd9,Em7,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,G,Cadd9,D,G,Cadd9,D,G,Cadd9,D,Em7,Cadd9,Em7,G,Cadd9,D,G,Cadd9,D,G,Cadd9,D,Em7,Cadd9,D,Em7,Cadd9,D,G,G/F#,Em7,C,D,Em7,Cadd9,G,G/F#"
"David Bowie","Starman","Fmaj7,Fmaj7,Gm,F,C,C7,F,Ab,Bb,Gm,F,C,C7,A,G,F,Dm,Am,C,C7,F,Dm,Am,C,C7,Bb,Bbm,F,D7,Gm,C,Bb,F,C,F,Bb,F,C,Gm,F,C,C7,F,Ab,Bb,Gm,F,C,C7,A,G,F,Dm,Am,C,C7,F,Dm,Am,C,C7,Bb,Bbm,F,D7,Gm,C,F,Dm,Am,C,C7,F,Dm,Am,C,C7,Bb,Bbm,F,D7,Gm,C,Bb,F,C,F,Bb,F,C,F,Bb,F,C,F,Bb,F,C,F,Bb,F,C,F"
"Green Day","American Idiot","A,D,G,D,A,G,A,D,G,D,A,G,A,D,G,D,A,A,D,G,D,A,A,D,G,D,A,D,A,E,A,D,A,E,A,D,G,D,A,A,D,G,D,A,A,D,G,D,A,A,D,G,D,A,A,D,G,D,A,D,A,E,A,D,A,E,A,D,G,D,A,G,A,D,G,D,A,G,A,D,G,D,A,G,D,A,E,A,D,A,E,A,A,D,G,D,A,A,A,A,D,G,D,A,G,D,A,E,A,D,A,E,A,D,G,D,A,A,D,G,D,A"
"Green Day","Boulevard Of Broken Dreams","Em,G,D,A,Em,G,D,A,Em,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,Em,G,D,A,Em,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B,Em,G,D,A,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B,B,Em,G,D,A,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B,Em,C,D,A/C#,G,D#5,Em,C,D,A/C#,G,D#5,Em,C,D,A/C#,G,D#5,Em,C,D,A/C#,G,D#5"
"Damien Rice","The Blowers Daughter","E,Aadd9,Badd11,Aadd9,E,E,Aadd9,Badd11,C#m,A,G#m,F#m,E,Aadd9,Badd11,Aadd9,Aadd9,Badd11,E,E,E,Aadd9,Aadd9,Badd11,Aadd9,E,E,E,Aadd9,Aadd9,Badd11,C#m,Aadd9,G#m,F#m,E,Aadd9,Badd11,Aadd9,Badd11,F#,F#,Bsus2,G#m,C#,D#m,B,A#m,G#m,F#,B,C#,B,B"
"Shinedown","Simple Man","C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am"
"Bill Withers","Lean On Me","C,F,C,Em,G,C,F,C,G,C,C,F,C,Em,G,C,F,C,G,C,C,F,C,Em,G,C,F,C,G,C,C,F,C,Em,G,C,F,C,G,C,C,F,C,Em,G,C,F,C,G,C,C,G,C,C,G,C,C,G,C,C,G,C,C,F,C,Em,G,C,F,C,G,C"
"Bright Eyes","First Day Of My Life","C,E7,Am,F,G,C,C,E7,Am,F,G,C,C,E7,Am,D7,G,G7,C,E7,Am,F,G,C,C,E7,Am,D7,G,G7,C,G,Am,F,G,C,Am,Dsus2,C,G,Am,Dsus2,Fsus2,Fsus2,C,E7,Am,F,G,C,C,E7,Am,D7,G,G7,C,E7,Am,F,G,C,C,E7,Am,D7,G,G7,C,G,Am,F,G,C,Am,Dsus2,C,E,Am,Dsus2,C,E7,Am,Dsus2,Fsus2,Fsus2,C,E7,Am,Dsus2,Fsus2,Fsus2,C"
"Kelly Clarkson","Because Of You","Em,C,Dsus,D,Em,C,D5,Dadd4,G5,Bm,Em,D,G5,Bm,Em,D,G5,Bm,Em,D,G,Bm,Em,D5,Dsus,D,Em,Cmaj7,C,Em,Cmaj7,D,Am7,D,B7,Cmaj7,Dadd2,G5,Bm,Em,D,G5,Bm,Em,D,G5,Bm,Em,D,G,Bm,Em,D5,Dsus,D,Em,Cmaj7,C,Em,Cmaj7,D,Am7,D,B7,Cmaj7,Dadd4,D,Bm,Em,D,Bm,Em,D,Bm,Em,Dsus,D,Bm,Em,Dsus,D,Dsus,D,Dsus2,D5,Em,C2,D,Dsus,D,Em,C2,D5,F#m,Dmaj7,E,F#m,Dmaj7,E,Bm7,A/C#,E7,C#7,Dmaj7,E,F#m,D,E,Esus,E5,F#m,D,E"
"Green Day","Wake Me Up When September Ends","G,D/F#,Em7,G,Cadd9,Cm,G,G,D/F#,Em7,G,Cadd9,Cm,G,G,Em,Bm,C,G,G/F#,Em,Bm,C,D,G,D/F#,Em7,G,Cadd9,Cm,G,G,D/F#,Em7,G,Cadd9,Cm,G,G,D/F#,Em7,G,Cadd9,Cm,G,Em,Bm,C,G,G/F#,Em,Bm,C,D,G,D/F#,Em7,G,Cadd9,Cm,G,G,D/F#,Em7,G,Cadd9,Cm,G,G,D/F#,Em7,G,Cadd9,Cm,G"
"Chris Tomlin","Indescribable","Em,Dsus/F#,G,G2,Am,F,Em,Dsus/F#,G,G2,Am,F,C2,G,Dsus,C2,Em,C2,G,G2,Dsus,C2,Em,C2,Em,Dsus/F#,G,G2,Am,F,Em,Dsus/F#,G,G2,Am,F,C2,G,Dsus,C2,Em,C2,G,G2,Dsus,C2,Em,C2,G,Dsus,C2,Em,C2,C2"
"Simon & Garfunkel","The Sound Of Silence","Am,G,Am,F,C,F,C,F,C,Am,C,G,Am,G,Am,F,C,F,C,F,C,Am,C,G,Am,G,Am,F,C,F,C,F,C,Am,C,G,Am,G,Am,F,C,F,C,F,C,Am,C,G,Am,G,Am,F,C,F,C,F,C,C,Am,C,G,Am"
"Third Eye Blind","Jumper","Am,C,G,Am,C,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G,Am,C,G,Am,C,G,Am,C,G,G,Am,C,G,G,Am,C,G,G,Am,C,G"
"The Rolling Stones","Angie","Gsus4,Fsus4,F,Csus4,C,Am,E7,Gsus4,G,Fsus4,F,Cadd4,C,Am,E7,Gsus4,G,Fsus4,F,Cadd4,C,Am,E7,Gsus4,G,Fsus4,F,Cadd4,C,G,Am,C,F,G,Am,Am7,E7,G,F,Fsus4,F,C,Am7,Am,E7,G,F,Fsus4,F,Gsus4,C,Am,Am7,E7,G,F,Fsus4,F,Gsus4,C,C,G,Dm,Dsus2,Am,Am7,F,G,Am,E7,G,F,F,Fsus4,F,C,Am,Am7,E7,G,F,Fsus4,F,C,Am,Am7,E7,G,F,C,C,G,Dm,Am,C,F,G,Am,A5,E7,G,F,Fsus4,F,C,Am7,E7,G,Fsus4,F,Gsus4,C,G,Dm,Am,C,F,G,Dm,E5,Am,Am7,Am9,Dm,E5,Am,Am7,Am9,Am7,Dm,Dm9,Dm7,Am,G,C,F,G,Am,Am7,Am,E5,E7,G,Fsus4,F,Fsus4,F,C,Am,G,E7,G,Fsus4,F,F,Fsus4,F,Gsus4,C"
